index,unique_invoices,total_quantity,avg_quantity_per_order,unit_price_std,customer_age_days,days_since_last_purchase,average_days_between_purchase,is_onetime_buyer,target_clv
814,1,287,8.97,4.03,88,88,88.0,1,7.7051002995544575
815,3,218,2.69,3.18,187,152,62.333333333333336,0,4.879387007486302
816,17,3522,3.35,2.61,639,18,37.588235294117645,0,7.175206582498185
817,5,479,2.26,2.88,509,71,101.8,0,6.85024268478067
818,9,1124,5.59,3.21,638,10,70.88888888888889,0,6.055588919998005
819,3,171,1.57,2.84,449,285,149.66666666666666,0,5.266775098538158
820,2,129,9.21,2.2,43,1,21.5,0,6.651623551840946
821,8,1753,6.98,2.14,635,110,79.375,0,6.254059554183119
822,8,1018,11.7,2.51,460,100,57.5,0,7.0144279334092445
823,1,53,4.82,3.28,51,51,51.0,1,4.115779842942166
824,1,100,100.0,0.0,200,200,200.0,1,4.669083511731745
825,6,612,18.55,2.24,593,1,98.83333333333333,0,5.369893565037258
826,9,768,3.66,3.58,326,88,36.22222222222222,0,6.562006144700713
827,15,3385,9.73,2.72,635,9,42.333333333333336,0,7.137953884770024
828,107,4776,2.57,4.42,647,8,6.046728971962617,0,7.869092031603363
829,1,59,1.55,1.2,19,19,19.0,1,5.977390977376623
830,14,2203,6.15,3.31,597,2,42.642857142857146,0,5.6347181720466795
831,6,2313,55.07,3.91,520,22,86.66666666666667,0,6.941383459962121
832,22,1841,3.86,3.06,543,5,24.681818181818183,0,6.966693774203384
833,8,1840,3.29,2.53,562,36,70.25,0,6.8498613005632345
834,1,57,6.33,3.5,532,532,532.0,1,5.583797015444618
835,4,135,4.5,12.4,592,165,148.0,0,5.64456311499623
836,9,1060,6.35,3.23,641,218,71.22222222222223,0,6.461218145098508
837,13,895,6.26,1.83,611,78,47.0,0,4.990432586778736
838,33,2169,13.23,5.28,647,18,19.606060606060606,0,5.7645012096909065
839,2,1433,12.91,1.92,379,271,189.5,0,6.51777466490835
840,8,1572,3.56,1.95,642,111,80.25,0,7.249648509713187
841,2,288,7.38,3.14,393,297,196.5,0,6.485566099956518
842,6,358,6.17,3.22,591,113,98.5,0,4.123903364463645
843,6,717,3.73,2.0,419,128,69.83333333333333,0,6.180492730786058
844,5,522,6.14,2.38,631,211,126.2,0,4.21582445975981
845,37,3277,23.08,4.4,647,4,17.486486486486488,0,6.316388212083643
846,2,285,9.5,2.5,93,71,46.5,0,6.000548165841025
847,15,1435,4.54,3.42,579,1,38.6,0,7.706675889938883
848,1,132,13.2,3.18,39,39,39.0,1,5.672635745659364
849,3,127,7.06,2.16,513,362,171.0,0,5.431054693986231
850,9,2003,5.44,2.75,530,19,58.888888888888886,0,6.5501227338325405
851,6,383,3.36,1.12,638,73,106.33333333333333,0,4.9911806062621205
852,1,84,1.95,3.04,453,453,453.0,1,4.578312731818208
853,7,754,2.24,2.26,530,53,75.71428571428571,0,5.3154694253656025
854,4,484,6.72,1.2,326,292,81.5,0,5.0114349742668205
855,8,575,2.0,2.19,240,93,30.0,0,4.54159120434522
856,1,88,2.51,2.83,122,122,122.0,1,6.8057447015659545
857,11,1292,3.07,2.41,639,108,58.09090909090909,0,5.472480735640528
858,1,247,4.84,2.18,282,282,282.0,1,4.404766121643371
859,3,238,8.5,0.88,597,222,199.0,0,7.119093419846518
860,5,619,16.73,1.04,346,101,69.2,0,6.276436701045125
861,1,148,4.35,1.0,478,478,478.0,1,5.2161849770094175
862,169,11330,2.41,3.02,646,3,3.8224852071005917,0,7.635289393400771
863,9,3272,33.05,2.37,634,170,70.44444444444444,0,9.525905571665344
864,7,411,21.63,1.24,643,271,91.85714285714286,0,7.337978038216028
865,8,9546,954.6,0.18,578,52,72.25,0,4.755312844417811
866,5,387,12.9,4.0,456,247,91.2,0,5.534337655675926
867,7,888,9.76,2.44,593,66,84.71428571428571,0,6.327383059023391
868,8,729,3.33,2.73,511,25,63.875,0,5.521820853077794
869,4,424,13.68,2.07,514,324,128.5,0,5.353042266237283
870,9,2037,14.35,2.68,638,32,70.88888888888889,0,6.888174827003193
871,5,1018,15.66,2.14,396,144,79.2,0,5.670294630495212
872,1,105,7.5,2.05,178,178,178.0,1,4.860587297852597
873,7,1430,7.37,4.38,571,29,81.57142857142857,0,6.672336696792315
874,8,1111,7.94,2.73,595,37,74.375,0,6.258222989174339
875,6,494,12.35,5.36,645,207,107.5,0,5.781422297713427
876,117,242938,95.38,6.37,646,2,5.521367521367521,0,11.303381888330817
877,7,1596,4.5,3.25,597,121,85.28571428571429,0,6.575285023740222
878,8,566,2.89,5.67,541,120,67.625,0,5.31231888618385
879,6,1131,8.02,15.09,647,247,107.83333333333333,0,7.193963766240364
880,4,1568,28.51,2.97,505,131,126.25,0,6.587577562654718
881,5,626,4.29,2.9,344,64,68.8,0,5.1872740677547124
882,1,23,1.64,9.91,26,26,26.0,1,4.700571270751344
883,6,642,5.1,2.41,225,55,37.5,0,6.602750701187607
884,1,102,7.85,3.63,10,10,10.0,1,5.00936782452929
885,6,528,3.67,2.36,645,144,107.5,0,5.361245216250509
886,5,472,8.0,3.48,502,206,100.4,0,6.8227310172796365
887,47,9049,9.73,3.37,647,4,13.76595744680851,0,7.832462492696952
888,3,1106,12.29,1.6,319,277,106.33333333333333,0,6.919031463176452
889,1,332,2.96,2.08,298,298,298.0,1,6.16524977287965
890,10,6389,65.87,1.93,549,57,54.9,0,6.75497699032849
891,55,21166,21.21,2.13,645,4,11.727272727272727,0,7.715458070439393
892,4,110,7.33,3.66,563,121,140.75,0,4.663439094112067
893,3,420,1.77,1.69,299,124,99.66666666666667,0,6.3262568019211
894,23,4071,11.34,1.88,366,2,15.91304347826087,0,6.9421083953538
895,3,231,3.12,3.12,320,61,106.66666666666667,0,4.946843161008476
896,2,407,10.18,3.24,122,6,61.0,0,6.280770300675861
897,6,1344,11.89,2.33,331,29,55.166666666666664,0,6.25557728210959
898,4,904,8.95,2.34,395,99,98.75,0,6.329685254263312
899,13,1219,2.94,3.33,594,82,45.69230769230769,0,6.108224837716681
900,21,1866,4.17,3.67,638,26,30.38095238095238,0,7.190216245148751
901,4,188,1.76,2.23,533,52,133.25,0,6.8817500552946225
902,4,1034,32.31,13.95,365,63,91.25,0,6.042989064761373
903,21,3200,11.72,2.66,643,3,30.61904761904762,0,6.693571469039399
904,9,569,2.34,1.8,645,288,71.66666666666667,0,6.258050656265029
905,9,662,2.94,20.16,171,0,19.0,0,6.063924733837243
906,2,150,11.54,2.98,327,21,163.5,0,6.406302261462812
907,19,2363,4.79,2.01,645,8,33.94736842105263,0,6.3801733830647045
908,3,307,4.87,2.81,597,316,199.0,0,5.08258379340884
909,7,722,7.52,3.43,599,4,85.57142857142857,0,5.611776828860177
910,2,399,7.98,1.74,354,58,177.0,0,4.667393529168224
911,2,311,5.27,2.05,158,88,79.0,0,6.761306529661857
912,1,34,4.86,5.01,36,36,36.0,1,5.914934413118033
913,8,696,3.03,2.06,645,267,80.625,0,6.304064816460178
914,3,589,14.37,1.13,444,304,148.0,0,6.422792314741874
915,5,410,2.73,2.58,186,16,37.2,0,6.8347974144318115
916,2,148,6.43,1.72,121,115,60.5,0,4.512506501124672
917,16,1474,8.19,3.15,640,53,40.0,0,6.865901502357747
918,14,4809,18.22,2.91,311,20,22.214285714285715,0,5.916498514618069
919,45,3054,12.83,2.88,645,8,14.333333333333334,0,7.603598821089825
920,3,859,24.54,3.16,310,38,103.33333333333333,0,4.428433007488037
921,7,420,9.33,3.93,642,43,91.71428571428571,0,6.231071824452857
922,22,7687,41.33,2.53,646,3,29.363636363636363,0,7.308810678601601
923,5,715,14.02,1.7,327,22,65.4,0,5.925271324373183
924,12,2244,23.62,3.88,479,207,39.916666666666664,0,4.9624949187683205
925,8,1930,14.3,1.71,554,33,69.25,0,5.347012288086795
926,1,177,11.06,0.93,370,370,370.0,1,6.048789613727251
927,5,545,6.34,2.81,600,205,120.0,0,5.8012720959334585
928,20,2723,8.87,3.97,645,22,32.25,0,7.466158903973386
929,2,809,12.26,6.78,334,292,167.0,0,6.351199803509972
930,2,183,4.58,4.53,142,22,71.0,0,6.36007547295172
931,2,106,7.07,2.5,353,244,176.5,0,5.071416766356115
932,1,16,2.67,2.88,85,85,85.0,1,4.840479434201172
933,9,3126,12.76,2.62,461,77,51.22222222222222,0,6.7067278532326355
934,1,36,12.0,1.15,36,36,36.0,1,4.100989104940769
935,15,6495,8.17,2.91,633,17,42.2,0,8.110024633260519
936,2,948,19.35,0.51,281,47,140.5,0,5.450866765008321
937,12,2974,23.42,0.74,355,14,29.583333333333332,0,6.422077448748798
938,2,118,11.8,2.15,299,233,149.5,0,4.885752111949565
939,1,268,11.65,3.13,505,505,505.0,1,6.1860440012974385
940,8,2002,19.07,3.95,637,29,79.625,0,5.725543966437714
941,1,211,10.55,1.76,444,444,444.0,1,5.249074599969585
942,7,300,6.25,21.33,396,113,56.57142857142857,0,6.21993389117754
943,24,5053,4.83,2.1,634,4,26.416666666666668,0,6.942253319389704
944,7,393,12.28,1.24,558,53,79.71428571428571,0,3.822098297900159
945,1,341,48.71,2.19,647,647,647.0,1,4.774406503233391
946,14,5159,10.84,5.8,344,19,24.571428571428573,0,6.026059191872481
947,4,294,3.59,2.85,531,223,132.75,0,5.813085209546651
948,1,55,7.86,1.1,348,348,348.0,1,5.026443024301769
949,6,1011,6.97,12.29,81,53,13.5,0,6.512324656601861
950,12,959,3.87,1.6,338,13,28.166666666666668,0,5.275458072401954
951,5,360,5.07,3.24,557,78,111.4,0,5.374676374646786
952,3,102,2.62,2.85,627,101,209.0,0,5.0466457316192885
953,6,395,13.62,14.63,587,82,97.83333333333333,0,5.529587805073855
954,7,1407,11.44,1.85,546,0,78.0,0,6.438391445023741
955,19,2073,9.09,2.61,521,37,27.42105263157895,0,6.55816943361554
956,6,890,10.99,1.71,345,93,57.5,0,4.969257589642278
957,3,254,7.47,3.81,316,29,105.33333333333333,0,6.946706725117077
958,8,2241,14.84,1.44,594,14,74.25,0,5.467891350519489
959,12,2855,13.53,2.79,646,88,53.833333333333336,0,6.665416166070074
960,3,581,7.96,34.21,217,4,72.33333333333333,0,6.641978197473949
961,8,3260,17.34,2.5,516,32,64.5,0,6.731996142329587
962,34,8422,15.83,2.24,608,4,17.88235294117647,0,7.53973425250997
963,2,358,17.05,2.6,540,165,270.0,0,5.274741630019331
964,17,3354,14.58,2.32,553,5,32.529411764705884,0,6.2599255731126515
965,4,211,10.55,5.11,515,120,128.75,0,5.510602174527371
966,10,2101,13.47,4.1,596,42,59.6,0,5.675280114183489
967,6,1485,9.97,3.15,544,57,90.66666666666667,0,6.299316826349146
968,2,238,15.87,2.46,464,113,232.0,0,6.700657306086395
969,9,880,12.57,1.91,641,290,71.22222222222223,0,4.635602393108293
970,1,406,21.37,1.23,58,58,58.0,1,6.1119993487367195
971,2,192,32.0,0.25,283,281,141.5,0,2.772588722239781
972,11,2487,50.76,5.37,380,15,34.54545454545455,0,9.32211606630241
973,8,1199,11.21,2.17,329,29,41.125,0,7.22174086095479
974,5,1582,8.55,2.15,633,12,126.6,0,5.495240138219164
975,8,320,2.29,2.46,648,87,81.0,0,5.004080525125581
976,21,1818,6.59,2.12,566,83,26.952380952380953,0,5.884352498411349
977,2,172,9.56,3.42,198,94,99.0,0,5.604772124323102
978,11,1231,25.65,3.02,528,299,48.0,0,5.896054362303324
979,2,266,13.3,0.71,121,73,60.5,0,5.819637727406669
980,1,229,7.63,1.97,527,527,527.0,1,6.924041928544819
981,2,308,15.4,2.99,647,352,323.5,0,5.975690792991942
982,29,7641,12.3,3.56,638,0,22.0,0,7.893728777644077
983,5,581,9.37,3.21,633,206,126.6,0,6.889876400094845
984,13,1695,7.88,4.0,645,43,49.61538461538461,0,5.5262096248844506
985,8,660,6.23,2.63,408,11,51.0,0,6.169380580485503
986,2,402,12.18,2.3,463,305,231.5,0,5.636217155160435
987,4,1023,4.21,2.55,188,34,47.0,0,5.783117239489637
988,2,456,7.48,1.42,337,317,168.5,0,6.827954208778582
989,13,1983,9.49,3.31,511,8,39.30769230769231,0,6.667592722498332
990,1,38,9.5,2.54,372,372,372.0,1,5.474788509663815
991,304,90283,13.25,38.96,648,2,2.1315789473684212,0,10.80515894066045
992,5,904,24.43,6.54,591,156,118.2,0,5.664695085948154
993,7,2931,16.28,3.41,395,92,56.42857142857143,0,5.66323821934062
994,7,1836,18.93,2.38,527,3,75.28571428571429,0,5.503622759732367
995,1,482,12.05,1.41,110,110,110.0,1,5.685414817298017
996,1,299,15.74,1.36,331,331,331.0,1,5.012633296758929
997,1,85,10.62,16.66,150,150,150.0,1,6.169819915632058
998,4,1317,11.76,7.04,351,192,87.75,0,6.711180627710072
999,7,3801,11.8,4.22,493,18,70.42857142857143,0,7.821667183689171
1000,1,132,13.2,3.13,39,39,39.0,1,6.384519635139465
1001,13,2944,14.57,5.49,570,4,43.84615384615385,0,7.756922818999992
1002,5,281,7.02,4.86,534,40,106.8,0,4.730215674962316
1003,4,331,10.34,2.58,128,7,32.0,0,5.816843266940215
1004,28,4282,21.96,2.88,645,116,23.035714285714285,0,8.097754911670451
1005,3,632,3.81,2.07,345,327,115.0,0,5.356539103748161
1006,1,90,2.31,2.66,612,612,612.0,1,5.685550613061397
1007,3,312,7.43,0.68,205,19,68.33333333333333,0,4.860587297852597
1008,1,20,10.0,3.3,80,80,80.0,1,4.764649500533413
1009,19,5732,12.43,2.64,645,0,33.94736842105263,0,7.47746283048435
1010,8,1162,4.12,1.55,435,93,54.375,0,6.950968013404956
1011,5,814,8.39,2.31,633,296,126.6,0,4.960884668831699
1012,5,393,24.56,2.94,645,351,129.0,0,6.141607205537701
1013,1,113,3.05,4.22,367,367,367.0,1,4.875197323201151
1014,11,739,9.6,2.59,572,46,52.0,0,5.724434414387062
1015,1,117,9.75,3.34,330,330,330.0,1,5.634753888245765
1016,4,117,2.85,3.18,236,10,59.0,0,5.160204064418402
1017,9,488,2.45,3.41,500,145,55.55555555555556,0,5.674731210262197
1018,5,306,10.55,3.42,606,90,121.2,0,4.57109620565434
1019,6,527,47.91,0.48,646,275,107.66666666666667,0,5.101085197018328
1020,1,41,1.32,2.25,189,189,189.0,1,4.518195171973685
1021,2,504,26.53,0.46,565,87,282.5,0,5.891423192927755
1022,48,6043,3.54,2.31,647,5,13.479166666666666,0,7.169850276431287
1023,1,77,1.48,3.46,362,362,362.0,1,5.893879281256928
1024,2,242,1.66,2.64,486,283,243.0,0,5.269506284693917
1025,1,51,25.5,0.3,85,85,85.0,1,4.614823443016229
1026,2,77,5.13,10.24,277,162,138.5,0,4.978938207353001
1027,8,720,1.67,2.08,407,66,50.875,0,6.396329475144114
1028,1,109,6.41,1.47,586,586,586.0,1,6.467325985837878
1029,17,3603,5.03,5.73,583,25,34.294117647058826,0,7.255245169168469
1030,11,1338,5.65,2.71,333,22,30.272727272727273,0,6.613531858486934
1031,1,269,4.72,3.34,477,477,477.0,1,5.612142219101015
1032,4,347,4.39,2.46,357,149,89.25,0,5.229449487249236
1033,9,2255,32.21,3.91,533,77,59.22222222222222,0,4.255328981627924
1034,3,332,5.27,2.45,303,278,101.0,0,5.666876413960221
1035,7,879,35.16,4.31,554,177,79.14285714285714,0,5.602561527298796
1036,12,1041,3.84,2.69,640,19,53.333333333333336,0,5.767852135896146
1037,6,707,3.26,2.39,238,18,39.666666666666664,0,6.71342996449645
1038,11,3171,7.0,3.82,486,142,44.18181818181818,0,7.172716169296894
1039,2,122,2.84,2.49,89,86,44.5,0,5.203731924058169
1040,7,283,1.29,2.76,334,97,47.714285714285715,0,5.142131283358708
1041,81,14775,7.01,2.93,639,1,7.888888888888889,0,6.9953539834612055
1042,5,548,14.42,2.95,442,372,88.4,0,6.2878585601617845
1043,30,3151,5.44,5.64,632,45,21.066666666666666,0,7.53180422536182
1044,21,3184,10.65,3.51,603,6,28.714285714285715,0,6.891534429454586
1045,3,127,1.43,2.13,278,26,92.66666666666667,0,3.845455761156033
1046,2,1112,18.23,2.62,390,330,195.0,0,7.353331729156907
1047,7,1951,13.46,6.76,647,59,92.42857142857143,0,6.7676537789638065
1048,2,379,11.48,1.08,191,65,95.5,0,5.2107421942920835
1049,12,898,4.65,2.76,562,34,46.833333333333336,0,6.678706828012543
1050,17,1160,2.64,2.45,643,16,37.8235294117647,0,5.589044797185778
1051,112,57549,81.05,2.57,648,37,5.785714285714286,0,9.593983775823434
1052,7,1176,10.41,1.78,519,127,74.14285714285714,0,5.037082464111104
1053,4,1020,8.64,12.21,320,74,80.0,0,5.617716105551386
1054,3,1331,12.21,8.52,516,192,172.0,0,6.605203193863628
1055,3,425,3.57,2.65,530,165,176.66666666666666,0,5.643147436118846
1056,7,1152,9.37,3.08,591,95,84.42857142857143,0,5.091600652919361
1057,39,5815,10.91,2.41,645,15,16.53846153846154,0,7.842930569797832
1058,9,580,7.95,4.59,445,117,49.44444444444444,0,5.404252716956705
1059,3,903,10.15,3.09,37,3,12.333333333333334,0,5.777683282495735
1060,2,207,9.41,2.1,584,584,292.0,0,6.037465109668666
1061,22,8988,35.39,2.75,641,26,29.136363636363637,0,6.248371640574997
1062,2,227,7.83,2.8,492,492,246.0,0,5.233672173054505
1063,5,371,7.89,7.33,499,268,99.8,0,5.376435145811989
1064,3,604,10.79,1.95,536,44,178.66666666666666,0,7.305954051098256
1065,3,594,10.61,3.14,178,50,59.333333333333336,0,5.7912437504261955
1066,4,152,5.24,9.44,394,36,98.5,0,5.7535245665510155
1067,3,423,6.71,2.6,501,282,167.0,0,6.922574923580416
1068,9,1658,14.05,2.74,330,2,36.666666666666664,0,6.7912888761841845
1069,1,76,6.33,1.73,642,642,642.0,1,5.746426807708494
1070,2,231,12.16,2.14,114,44,57.0,0,5.861241960058008
1071,5,1340,21.27,1.67,543,30,108.6,0,6.584169652184002
1072,1,98,7.0,2.14,198,198,198.0,1,4.605070180987758
1073,4,1406,13.52,3.19,543,115,135.75,0,6.761619064028712
1074,3,278,13.24,4.2,561,101,187.0,0,4.388505600771591
1075,20,6414,34.67,6.88,527,22,26.35,0,6.121176153629639
1076,1,152,19.0,1.5,429,429,429.0,1,5.97261296742262
1077,4,1063,12.65,2.39,339,36,84.75,0,5.469999188237646
1078,22,3157,20.24,2.41,519,16,23.59090909090909,0,6.452569323753487
1079,3,547,13.34,1.3,172,15,57.333333333333336,0,4.188138441508461
1080,6,467,11.97,1.41,332,36,55.333333333333336,0,6.343335470194729
1081,1,314,13.65,0.66,5,5,5.0,1,6.431894530252004
1082,6,1322,17.86,1.9,351,25,58.5,0,6.200671432683318
1083,5,1505,16.18,2.05,410,319,82.0,0,5.811081110944286
1084,22,3338,16.36,2.36,636,2,28.90909090909091,0,7.775695749915245
1085,2,328,10.93,4.31,157,136,78.5,0,5.925057614910384
1086,8,3991,10.73,2.88,453,18,56.625,0,7.240441787339662
1087,7,1175,9.55,3.24,610,22,87.14285714285714,0,7.45678379040042
1088,2,179,2.29,3.16,387,387,193.5,0,5.496758305221874
1089,4,2480,25.83,8.71,638,63,159.5,0,5.69251928237749
1090,1,21,5.25,79.77,310,310,310.0,1,5.919968545402912
1091,22,6263,16.97,9.35,341,22,15.5,0,8.959357888595472
1092,1,47,5.22,1.87,101,101,101.0,1,5.002737521969115
1093,8,595,2.31,2.22,599,117,74.875,0,5.949339620807311
1094,3,668,14.21,2.03,146,45,48.666666666666664,0,6.385228125241805
1095,10,3930,17.95,3.56,646,143,64.6,0,6.414900540537383
1096,2,300,27.27,1.48,330,84,165.0,0,5.543144128693388
1097,3,278,8.42,3.52,633,100,211.0,0,4.934761661517082
1098,4,418,14.41,2.94,606,77,151.5,0,4.825509809969567
1099,6,633,20.42,3.09,121,1,20.166666666666668,0,7.810263466443654
1100,37,4040,25.73,7.12,418,2,11.297297297297296,0,7.997481536895414
1101,24,5819,17.69,3.01,646,36,26.916666666666668,0,7.933567457820342
1102,5,661,19.44,2.24,637,162,127.4,0,5.521540914662417
1103,9,705,19.05,1.98,485,4,53.888888888888886,0,5.71026144075391
1104,6,1085,16.69,1.72,520,35,86.66666666666667,0,4.909119230903745
1105,13,3138,12.6,1.19,640,15,49.23076923076923,0,5.910362945670941
1106,1,150,8.33,4.84,36,36,36.0,1,4.770684624465665
1107,3,84,16.8,0.22,185,9,61.666666666666664,0,5.218191322068752
1108,3,177,9.32,3.54,333,72,111.0,0,6.135564891081739
1109,1,166,5.19,4.02,274,274,274.0,1,6.117744713018312
1110,2,417,12.64,3.17,152,93,76.0,0,6.773000280914856
1111,4,468,6.78,3.14,522,6,130.5,0,5.968451772798909
1112,1,135,8.44,2.61,528,528,528.0,1,3.5263605246161616
1113,19,4383,15.11,2.51,592,26,31.157894736842106,0,7.065579204175691
1114,5,905,12.07,2.1,190,24,38.0,0,6.0430840382875735
1115,7,921,10.84,3.58,543,125,77.57142857142857,0,5.715711045521475
1116,5,2112,12.96,3.13,409,39,81.8,0,6.83494799902299
1117,2,675,10.71,2.86,136,112,68.0,0,5.416589171626073
1118,2,436,16.15,23.77,93,4,46.5,0,5.512864070636728
1119,10,2109,14.15,2.95,643,101,64.3,0,6.305453781721768
1120,9,2361,18.89,1.9,563,36,62.55555555555556,0,5.474285449369816
1121,1,266,8.06,3.39,344,344,344.0,1,5.519378751657922
1122,2,239,9.56,8.52,575,157,287.5,0,5.6950780340260545
1123,16,3702,10.01,3.29,532,1,33.25,0,6.736539820528287
1124,18,9660,56.49,3.66,589,0,32.72222222222222,0,6.593277383743193
1125,4,741,11.58,2.49,521,92,130.25,0,5.821535880243989
1126,4,716,12.14,1.99,496,79,124.0,0,6.374326109006293
1127,8,1390,12.19,3.41,646,305,80.75,0,6.6362221082697275
1128,1,150,5.77,2.76,439,439,439.0,1,5.819964228945611
1129,2,608,101.33,1.14,92,65,46.0,0,5.198497031265826
1130,2,280,10.37,3.16,299,289,149.5,0,6.0156692358048
1131,19,3022,23.07,21.43,631,27,33.21052631578947,0,6.273254293854925
1132,19,1670,4.12,2.88,400,4,21.05263157894737,0,6.518350510420486
1133,4,318,1.6,9.53,572,359,143.0,0,6.3421038129323675
1134,3,203,1.9,2.21,344,303,114.66666666666667,0,4.775672165976704
1135,1,126,11.45,1.94,334,334,334.0,1,4.6188758330442035
1136,15,4097,9.99,3.91,337,46,22.466666666666665,0,4.756345013785209
1137,3,553,42.54,1.62,647,289,215.66666666666666,0,6.0754379808841605
1138,9,1072,7.82,2.65,574,65,63.77777777777778,0,5.448804199821973
1139,4,1159,15.45,1.15,531,47,132.75,0,5.431886258469452
1140,20,3195,18.15,2.9,563,13,28.15,0,8.282275597296678
1141,37,3847,21.02,4.56,646,4,17.45945945945946,0,6.62332125922482
1142,11,3792,9.67,2.88,596,18,54.18181818181818,0,6.7072534581487515
1143,17,4038,13.46,2.07,640,2,37.64705882352941,0,7.075233888906317
1144,7,3258,362.0,2.68,606,173,86.57142857142857,0,7.29505641646263
1145,14,2805,11.5,2.79,359,23,25.642857142857142,0,7.053888187930098
1146,6,89,4.24,4.36,331,74,55.166666666666664,0,4.470495282661489
1147,8,2286,20.05,2.62,568,2,71.0,0,6.124158088833448
1148,181,48036,15.84,2.42,648,3,3.5801104972375692,0,9.358151571120047
1149,11,1167,9.97,2.53,633,12,57.54545454545455,0,4.65918477429433
1150,1,192,16.0,0.37,25,25,25.0,1,5.561450566078405
1151,10,2368,11.96,2.53,584,201,58.4,0,7.0708430466607926
1152,1,415,12.97,14.05,385,385,385.0,1,6.3988611220658935
1153,10,884,7.75,3.67,635,43,63.5,0,5.397936431576749
1154,6,637,4.33,2.85,578,227,96.33333333333333,0,5.626865432552101
1155,1,166,27.67,0.0,358,358,358.0,1,7.284491640257429
1156,4,610,3.99,2.09,342,279,85.5,0,7.299425676068112
1157,11,1357,2.58,1.28,331,14,30.09090909090909,0,5.911771778198734
1158,35,10250,13.67,3.12,642,30,18.34285714285714,0,7.749145724904874
1159,8,1159,9.66,2.49,582,5,72.75,0,7.061334366910438
1160,6,1443,18.99,1.65,561,267,93.5,0,6.066618400708406
1161,9,2061,10.3,2.42,638,155,70.88888888888889,0,5.724042513663561
1162,1,176,44.0,3.45,303,303,303.0,1,5.919807415343751
1163,5,1020,9.9,3.08,320,50,64.0,0,6.656996410634942
1164,14,495,3.69,4.54,496,25,35.42857142857143,0,6.474554056527168
1165,2,426,5.32,1.69,131,26,65.5,0,5.01396308418893
1166,7,672,24.0,2.71,647,50,92.42857142857143,0,6.5093650845459345
1167,10,5460,14.88,2.01,644,94,64.4,0,8.01520176430616
1168,2,261,32.62,0.99,586,302,293.0,0,5.586948988035406
1169,4,1067,16.17,3.64,341,269,85.25,0,6.849023863918314
1170,4,281,8.52,2.38,633,190,158.25,0,4.425564936688365
1171,9,1730,10.61,3.19,633,113,70.33333333333333,0,6.339830063175573
1172,3,331,3.56,2.27,362,210,120.66666666666667,0,4.938924446542256
1173,3,292,5.62,3.66,214,93,71.33333333333333,0,5.620726899518876
1174,9,1511,12.59,3.2,509,8,56.55555555555556,0,5.647388474460037
1175,2,124,6.89,2.68,92,33,46.0,0,6.613880739387902
1176,1,12,2.4,2.96,151,151,151.0,1,6.480473917593077
1177,6,1576,10.58,3.17,586,64,97.66666666666667,0,6.548920862202267
1178,9,1436,5.89,2.51,641,124,71.22222222222223,0,5.156177599386914
1179,2,65,9.29,5.09,530,491,265.0,0,3.6109179126442243
1180,6,678,2.35,2.13,495,166,82.5,0,6.4805045788020506
1181,3,219,6.84,7.01,631,296,210.33333333333334,0,4.235554730773624
1182,1,16,4.0,4.23,450,450,450.0,1,4.900746020558973
1183,9,958,10.64,2.4,593,16,65.88888888888889,0,5.7002763353269135
1184,1,215,2.01,2.22,143,143,143.0,1,6.2315635390716055
1185,2,112,4.31,1.74,118,45,59.0,0,4.757805432411685
1186,8,1137,4.18,2.66,552,18,69.0,0,7.588743842218151
1187,2,474,13.54,1.41,171,94,85.5,0,5.628232437585469
1188,4,689,4.72,2.52,420,173,105.0,0,5.264243386214285
1189,4,287,2.39,2.32,97,1,24.25,0,6.351391696887623
1190,1,96,24.0,0.19,311,311,311.0,1,5.091539169320091
1191,29,2165,10.72,3.3,639,48,22.03448275862069,0,7.075208514743134
1192,3,560,3.39,1.89,646,299,215.33333333333334,0,5.413385609375712
1193,2,168,5.42,4.34,61,54,30.5,0,4.715100245360287
1194,1,1021,26.18,2.62,302,302,302.0,1,5.839507293295446
1195,2,207,6.9,3.63,348,29,174.0,0,5.300564839088516
1196,2,374,5.58,1.88,460,289,230.0,0,5.985723096478868
1197,1,64,32.0,0.28,354,354,354.0,1,7.002155954403621
1198,1,259,13.63,3.22,484,484,484.0,1,6.914671308023866
1199,11,1800,31.03,3.22,646,75,58.72727272727273,0,8.878199142986839
1200,2,741,18.52,1.71,643,449,321.5,0,7.9924680824754075
1201,6,1568,16.86,3.21,647,245,107.83333333333333,0,6.92332346347019
1202,6,719,9.72,2.91,602,120,100.33333333333333,0,6.58249594217499
1203,7,856,1.92,3.06,564,59,80.57142857142857,0,6.309227130347928
1204,4,2462,8.79,1.98,638,30,159.5,0,4.968771089997557
1205,7,2358,25.63,2.77,630,229,90.0,0,5.5706319618686955
1206,35,8537,12.97,4.02,632,30,18.057142857142857,0,8.025287452502758
1207,7,4039,16.22,3.98,464,33,66.28571428571429,0,8.359134886757962
1208,3,79,1.98,2.02,575,430,191.66666666666666,0,3.878879786834892
1209,3,856,23.14,2.65,64,23,21.333333333333332,0,7.1587629935645385
1210,4,751,5.56,2.05,387,48,96.75,0,6.520886188156045
1211,31,7372,18.66,16.97,604,4,19.483870967741936,0,7.917987982363105
1212,13,2848,13.37,1.68,644,135,49.53846153846154,0,7.266708625389598
1213,13,2107,6.02,2.53,629,33,48.38461538461539,0,5.451167200642247
1214,15,3338,10.8,8.01,613,4,40.86666666666667,0,6.392285554722489
